[0208/222139.423:INFO:CONSOLE(0)] "Document-Policy HTTP header: Unrecognized document policy feature name include-js-call-stacks-in-crash-reports.", source: https://docs.google.com/document/d/1Ko3YyldSGAtlJSqSBgxfq1AzlDd31g_m_hPA67ziIG0/edit (0)
[0222/191958.226:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192000.382:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP2 Facey what's wrong?","isLive":false,"duration":203,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"XeGrvGdogqA","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP2 Facey what's wrong?","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"egKbaZ_xMuX0v_IPiqCf0QU","cpn":"q-v5wlbITs4v8U0I","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwifltuUmO2SAxVl-k8IHQrQJ1o=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192013.476:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192015.595:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP3 Easter eggs","isLive":false,"duration":130,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"bJElaenHZAc","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP3 Easter eggs","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"igKbaeBdrYPS7w-sgOfZDw","cpn":"48kTFLrdBohv4tHa","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjgyvmbmO2SAxWtgfQHHSzAOfs=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192018.228:INFO:CONSOLE(1)] "PLAY: garrysmod/ui_hover.wav", source: https://purrcoding.github.io/gm-mediaplayer/scripts/request.js (1)
[0222/192019.607:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192021.774:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP4 Facey can talk!","isLive":false,"duration":158,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"nV8NM2XdbQ8","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP4 Facey can talk!","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"kAKbacCBDMeq0u8P1feJ8Qk","cpn":"Fd_VRP9WgTcvDgx9","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjAifOemO2SAxVHlfQHHdV7Ip4=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192027.038:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192029.332:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP4 Facey can talk!","isLive":false,"duration":158,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"nV8NM2XdbQ8","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP4 Facey can talk!","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"lwKbaamfAqeUqdwPxPnRiQo","cpn":"aN-8tI4jDHgnPv6F","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjpxpSimO2SAxUnSooFHcR8NKE=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192107.959:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192110.120:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP5 Golden Yeah!","isLive":false,"duration":155,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"SerxbPH9YkA","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP5 Golden Yeah!","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"wAKbab-XIfSPv_IP7sGjgAM","cpn":"L9bFKtckXNmqvqNB","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwi_9_m1mO2SAxX0x08IHe7gCDA=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192116.346:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192118.479:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP6 Is that smoke?","isLive":false,"duration":148,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"sbWhkLTG3lA","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP6 Is that smoke?","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"yAKbaaf5NbiN77MP4rCQ0A8","cpn":"NIrswlynFux4O9Tc","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwin_fa5mO2SAxW4xnsAHWIYBPo=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192124.299:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192126.491:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP7 TRAPezium","isLive":false,"duration":106,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"TkiMWSlOyTo","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP7 TRAPezium","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"0AKbad7PN5Wm0u8Pop2kgAc","cpn":"obC0QLpiu2s87tnz","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwje9-C9mO2SAxUVk_QHHaIOCXA=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192134.451:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192136.503:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP8 Stairs Button","isLive":false,"duration":157,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"G4jeUMVhXbg","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP8 Stairs Button","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"2gKbacfbOvWSv_IPuauGoQI","cpn":"29Ld-eQNIUobrh9G","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjHsMbCmO2SAxV1yU8IHbmVISQ=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192146.629:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192148.734:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP8 Stairs Button","isLive":false,"duration":157,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"G4jeUMVhXbg","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP8 Stairs Button","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"5wKbaZrACcWPv_IPgd6vmAs","cpn":"GXH-2kad7tauDxgg","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjaz67ImO2SAxXFx08IHQHvC7M=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192154.244:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192156.794:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP9 Akward Silence","isLive":false,"duration":148,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"ZCgFVGQqe7E","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP9 Akward Silence","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"7wKbacfhDIKd0u8Px9uqqQk","cpn":"dGzB0FGLa1jBm5Kf","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwiHlZrMmO2SAxWCjvQHHcetKpU=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192202.327:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 539
[0222/192209.527:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192211.615:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP10 Funniest Ball","isLive":false,"duration":146,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"D8o_KUXr2GY","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP10 Funniest Ball","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"_gKbafquAs-Tv_IP6JKswQw","cpn":"Rwc9I1sQO6F2SONb","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwj6paPTmO2SAxXPyU8IHWgJK8g=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192225.103:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192227.458:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP11 Where's Chair?","isLive":false,"duration":193,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"Yy6EGXHvYRo","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP11 Where's Chair?","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"DQObaYuTNcrSv_IP3pj0qQs","cpn":"Y6leD4B3pmhl_m99","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjLzenamO2SAxVK6U8IHV4MPbU=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192230.008:INFO:CONSOLE(1)] "PLAY: garrysmod/ui_hover.wav", source: https://purrcoding.github.io/gm-mediaplayer/scripts/request.js (1)
[0222/192231.711:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192233.549:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192233.877:INFO:CONSOLE(1)] "METADATA:{"title":"The Object Cool Again - EP12 Internet out","isLive":false,"duration":220,"debug":{"playerState":1,"videoType":"normal","videoData":{"video_id":"w_epQyxshjY","author":"Michaelmations The Creator 2026","title":"The Object Cool Again - EP12 Internet out","isPlayable":true,"errorCode":null,"video_quality":"medium","video_quality_features":[],"backgroundable":false,"eventId":"FAObacOOEpOI0u8PhNPCiA8","cpn":"89_tsCccIE3NZ9o2","isLive":false,"isWindowedLive":false,"isManifestless":false,"allowLiveDvr":false,"isListed":true,"isMultiChannelAudio":false,"hasProgressBarBoundaries":false,"isPremiere":false,"itct":"CAAQu2kiEwjD6PHdmO2SAxUThPQHHYSpEPE=","playerResponseCpn":"","progressBarStartPositionUtcTimeMillis":null,"progressBarEndPositionUtcTimeMillis":null,"paidContentOverlayDurationMs":0,"isSeekable":null}}}", source: https://purrcoding.b-cdn.net/mediaplayer/youtube_meta.html (1)
[0222/192515.605:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 647
[0222/192515.668:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/192839.908:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/193051.085:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/193330.233:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/193606.144:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 867
[0222/193606.279:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/193835.386:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 913
[0222/193835.448:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/194022.592:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 957
[0222/194022.653:INFO:CONSOLE(194)] "Unrecognized feature: 'web-share'.", source: https://www.youtube.com/s/player/4c5cf06a/www-widgetapi.vflset/www-widgetapi.js (194)
[0222/194103.806:WARNING:spdy_session.cc(3384)] Received HEADERS for invalid stream 993
[0222/201323.945:INFO:CONSOLE(0)] "Refused to apply style from 'https://old.gmod-lsm.com/' because its MIME type ('text/html') is not a supported stylesheet MIME type, and strict MIME checking is enabled.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
[0222/201327.498:INFO:CONSOLE(0)] "Mixed Content: The page at 'https://live.gmod-lsm.com/s/?i=926a091e' was loaded over HTTPS, but requested an insecure image 'http://avatars.steamstatic.com/b3ba9396785bcd7d431675748ef79c14ad9743f1_full.jpg'. This content should also be served over HTTPS.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
[0222/201327.498:INFO:CONSOLE(0)] "Mixed Content: The page at 'https://live.gmod-lsm.com/s/?i=926a091e' was loaded over HTTPS, but requested an insecure image 'http://avatars.steamstatic.com/4078cef8578096ad994b08e82132d0f9c3d3be95_full.jpg'. This content should also be served over HTTPS.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
[0222/201327.499:INFO:CONSOLE(0)] "Mixed Content: The page at 'https://live.gmod-lsm.com/s/?i=926a091e' was loaded over HTTPS, but requested an insecure image 'http://avatars.steamstatic.com/61ab70962972708287fbe01bbf30a073e02557fb_full.jpg'. This content should also be served over HTTPS.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
[0222/201327.539:INFO:CONSOLE(0)] "Mixed Content: The page at 'https://live.gmod-lsm.com/s/?i=926a091e' was loaded over HTTPS, but requested an insecure image 'http://avatars.steamstatic.com/3af2364ae86ee80c3b4117876599182b61b4fd25_full.jpg'. This content should also be served over HTTPS.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
[0222/201327.540:INFO:CONSOLE(0)] "Mixed Content: The page at 'https://live.gmod-lsm.com/s/?i=926a091e' was loaded over HTTPS, but requested an insecure image 'http://avatars.steamstatic.com/46d3dc44a52ce13feeb11f9174a3df192e281d79_full.jpg'. This content should also be served over HTTPS.", source: https://live.gmod-lsm.com/s/?i=926a091e (0)
